"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Andover","0901301080","2012-2016","White Alone","Number","Margins of Error",14004.0
"Andover","0901301080","2012-2016","White Alone","Ratio to State Median","Median Household Income",1.27
"Andover","0901301080","2012-2016","White Alone","Ratio to State Median","Margins of Error",0.18
"Andover","0901301080","2012-2016","White Alone Not Hispanic or Latino","Number","Median Household Income",99808.0
"Andover","0901301080","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",13147.0
"Andover","0901301080","2012-2016","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.23
"Andover","0901301080","2012-2016","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.16
"Andover","0901301080","2013-2017","All","Number","Median Household Income",100507.0
"Andover","0901301080","2013-2017","All","Number","Margins of Error",16384.0
"Andover","0901301080","2013-2017","All","Ratio to State Median","Median Household Income",1.36
"Andover","0901301080","2013-2017","All","Ratio to State Median","Margins of Error",0.22
"Andover","0901301080","2013-2017","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Asian Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Asian Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Black or African American Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Black or African American Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Hispanic or Latino","Number","Median Household Income",81875.0
"Andover","0901301080","2013-2017","Hispanic or Latino","Number","Margins of Error",52059.0
"Andover","0901301080","2013-2017","Hispanic or Latino","Ratio to State Median","Median Household Income",1.85
"Andover","0901301080","2013-2017","Hispanic or Latino","Ratio to State Median","Margins of Error",1.18
"Andover","0901301080","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Some Other Race Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Some Other Race Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Two or More Races","Number","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Two or More Races","Number","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2013-2017","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2013-2017","White Alone","Number","Median Household Income",98750.0
"Andover","0901301080","2013-2017","White Alone","Number","Margins of Error",15607.0
"Andover","0901301080","2013-2017","White Alone","Ratio to State Median","Median Household Income",1.23
"Andover","0901301080","2013-2017","White Alone","Ratio to State Median","Margins of Error",0.19
"Andover","0901301080","2013-2017","White Alone Not Hispanic or Latino","Number","Median Household Income",100169.0
"Andover","0901301080","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",16382.0
"Andover","0901301080","2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.2
"Andover","0901301080","2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.2
"Andover","0901301080","2014-2018","All","Number","Median Household Income",101098.0
"Andover","0901301080","2014-2018","All","Number","Margins of Error",10113.0
"Andover","0901301080","2014-2018","All","Ratio to State Median","Median Household Income",1.33
"Andover","0901301080","2014-2018","All","Ratio to State Median","Margins of Error",0.13
"Andover","0901301080","2014-2018","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Asian Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Asian Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Black or African American Alone","Number","Median Household Income",84375.0
"Andover","0901301080","2014-2018","Black or African American Alone","Number","Margins of Error",75728.0
"Andover","0901301080","2014-2018","Black or African American Alone","Ratio to State Median","Median Household Income",1.76
"Andover","0901301080","2014-2018","Black or African American Alone","Ratio to State Median","Margins of Error",1.58
"Andover","0901301080","2014-2018","Hispanic or Latino","Number","Median Household Income",81250.0
"Andover","0901301080","2014-2018","Hispanic or Latino","Number","Margins of Error",76847.0
"Andover","0901301080","2014-2018","Hispanic or Latino","Ratio to State Median","Median Household Income",1.78
"Andover","0901301080","2014-2018","Hispanic or Latino","Ratio to State Median","Margins of Error",1.68
"Andover","0901301080","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Some Other Race Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Two or More Races","Number","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Two or More Races","Number","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","Two or More Races","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2014-2018","Two or More Races","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2014-2018","White Alone","Number","Median Household Income",101212.0
"Andover","0901301080","2014-2018","White Alone","Number","Margins of Error",10344.0
"Andover","0901301080","2014-2018","White Alone","Ratio to State Median","Median Household Income",1.22
"Andover","0901301080","2014-2018","White Alone","Ratio to State Median","Margins of Error",0.12
"Andover","0901301080","2014-2018","White Alone Not Hispanic or Latino","Number","Median Household Income",101477.0
"Andover","0901301080","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",9460.0
"Andover","0901301080","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.17
"Andover","0901301080","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.11
"Andover","0901301080","2015-2019","All","Number","Median Household Income",105328.0
"Andover","0901301080","2015-2019","All","Number","Margins of Error",9671.0
"Andover","0901301080","2015-2019","All","Ratio to State Median","Median Household Income",1.34
"Andover","0901301080","2015-2019","All","Ratio to State Median","Margins of Error",0.12
"Andover","0901301080","2015-2019","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2015-2019","Asian Alone","Number","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","Asian Alone","Number","Margins of Error",-9999.0
"Andover","0901301080","2015-2019","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Andover","0901301080","2015-2019","Black or African American Alone","Number","Median Household Income",116000.0
"Andover","0901301080","2015-2019","Black or African American Alone","Number","Margins of Error",42743.0
"Andover","0901301080","2015-2019","Black or African American Alone","Ratio to State Median","Median Household Income",2.37
"Andover","0901301080","2015-2019","Black or African American Alone","Ratio to State Median","Margins of Error",0.87
"Andover","0901301080","2015-2019","Hispanic or Latino","Number","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","Hispanic or Latino","Number","Margins of Error",-9999.0
"Andover","0901301080","2015-2019","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Andover","0901301080","2015-2019","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
